spot_id,timestamp,latitude,longitude,area,is_shaded,is_near_entrance,time_of_day,status,is_handicap_accessible,has_camera_surveillance,is_ev_friendly,price_per_hour,max_duration
A2424,2025-03-04 21:50:50,30.076051822780236,31.640677022856615,Madinaty,0,0,afternoon,0,0,0,1,19.64,12
A2425,2025-03-05 04:32:50,30.072760747183764,31.63054016357825,Madinaty,0,1,evening,1,0,1,1,10.57,14
A2426,2025-03-07 01:12:50,30.07321835700526,31.645214689067526,Madinaty,0,1,morning,0,0,1,0,5.34,13
A2427,2025-03-26 01:19:50,30.06336548994344,31.635949427620076,Madinaty,0,1,afternoon,0,0,0,0,7.21,3
A2428,2025-04-11 15:26:50,30.066389414526533,31.64021848657267,Madinaty,0,0,afternoon,0,0,1,1,5.4,15
A2429,2025-03-01 17:44:50,30.076688163672095,31.653169884053,Madinaty,1,1,morning,0,0,0,0,19.85,15
A2430,2025-04-07 13:17:50,30.064604333489086,31.64338060833003,Madinaty,0,1,night,0,0,0,0,9.18,3
A2431,2025-03-10 20:19:50,30.072481488759585,31.652616305668595,Madinaty,1,1,morning,1,1,0,0,18.85,20
A2432,2025-04-16 22:41:50,30.073345809455585,31.629285378174547,Madinaty,0,0,morning,0,1,1,0,19.94,19
A2433,2025-04-05 13:48:50,30.076436892906788,31.652826304201056,Madinaty,1,1,evening,0,1,1,0,14.0,15
A2434,2025-03-06 09:06:50,30.073516086318666,31.650644083113193,Madinaty,0,0,night,1,0,1,1,5.5,19
A2435,2025-03-27 21:22:50,30.06417142665399,31.649983548607636,Madinaty,1,1,morning,0,1,0,0,6.22,8
A2436,2025-04-22 20:45:50,30.068779286534504,31.629951694342267,Madinaty,1,0,morning,0,1,0,1,12.22,23
A2437,2025-03-22 07:44:50,30.069853531298804,31.637290542801495,Madinaty,0,0,morning,0,1,0,1,11.09,13
A2438,2025-02-17 03:05:50,30.065190705097272,31.63927010455213,Madinaty,1,0,morning,1,0,1,1,14.09,23
A2439,2025-03-18 00:06:50,30.06410649534464,31.651705106842634,Madinaty,0,0,morning,1,0,0,0,11.58,10
A2440,2025-04-06 22:06:50,30.067635321781953,31.644680112718472,Madinaty,1,0,afternoon,0,0,0,0,19.01,2
A2441,2025-03-19 09:39:50,30.061329269025034,31.635483496079644,Madinaty,1,1,afternoon,1,0,1,0,13.02,11
A2442,2025-03-13 12:25:50,30.070597466432332,31.638516467716432,Madinaty,1,1,morning,1,1,0,0,15.41,22
A2443,2025-02-28 08:28:50,30.075708742598227,31.65344274892324,Madinaty,0,1,night,0,1,0,1,18.45,19
A2444,2025-03-12 17:14:50,30.06968311086054,31.627077209987167,Madinaty,0,1,night,1,1,1,1,7.2,9
A2445,2025-03-16 05:36:50,30.076437877108546,31.638154741837056,Madinaty,0,0,morning,1,1,1,1,8.45,9
A2446,2025-04-18 01:04:50,30.060317693402332,31.653334969203968,Madinaty,0,1,afternoon,0,0,0,0,6.61,6
A2447,2025-04-18 11:11:50,30.066031014113264,31.626082506258772,Madinaty,1,1,morning,1,0,1,1,7.09,10
A2448,2025-04-16 10:37:50,30.058784968173196,31.64592221688734,Madinaty,1,1,evening,1,0,0,1,12.69,22
A2449,2025-04-03 16:02:50,30.069008282869532,31.630827364218913,Madinaty,1,0,night,0,1,1,1,9.82,8
A2450,2025-03-19 08:01:50,30.06750744200802,31.639291089601556,Madinaty,1,0,night,0,0,0,0,11.35,15
A2451,2025-03-25 02:00:50,30.0690232510549,31.64589855588566,Madinaty,1,0,morning,0,0,1,1,19.74,6
A2452,2025-03-07 05:10:50,30.063377922881884,31.627713709927036,Madinaty,0,1,night,0,1,0,1,7.35,7
A2453,2025-04-01 15:02:50,30.07431797780435,31.652665480096346,Madinaty,1,0,evening,1,1,1,0,13.11,20
A2454,2025-03-19 22:53:50,30.06903963859009,31.63136055752862,Madinaty,0,0,afternoon,0,0,1,1,6.48,17
A2455,2025-03-09 10:13:50,30.059022947328707,31.640357532528235,Madinaty,0,1,evening,1,0,1,0,9.78,4
A2456,2025-03-12 06:43:50,30.072746172581336,31.6329309451116,Madinaty,1,0,morning,0,0,1,1,12.91,8
A2457,2025-03-15 19:16:50,30.061138341060722,31.6350244452209,Madinaty,1,1,afternoon,1,0,1,0,19.2,13
A2458,2025-03-04 05:24:50,30.076464559734504,31.631434870267096,Madinaty,0,0,morning,0,0,1,0,10.87,14
A2459,2025-02-26 08:30:50,30.075880730936454,31.64432183077124,Madinaty,0,1,night,0,0,1,0,5.97,18
A2460,2025-03-25 20:46:50,30.06223623724606,31.650109889807986,Madinaty,1,0,night,0,1,0,1,10.82,23
A2461,2025-03-22 23:07:50,30.072778671258998,31.63504183307454,Madinaty,1,1,morning,0,1,0,1,7.19,17
A2462,2025-02-23 11:45:50,30.071314385396487,31.637587198098707,Madinaty,1,1,night,1,1,1,0,8.45,18
A2463,2025-02-20 17:51:50,30.070861381887173,31.636663748832262,Madinaty,1,0,evening,0,0,1,0,14.27,14
A2464,2025-03-11 12:43:50,30.06362677520765,31.652941119376454,Madinaty,0,1,evening,1,1,0,0,6.01,11
A2465,2025-04-17 15:34:50,30.060984055847783,31.639255741712976,Madinaty,0,0,evening,0,0,0,0,11.97,10
A2466,2025-04-19 10:39:50,30.07276680197719,31.64664814692574,Madinaty,1,1,morning,1,0,1,0,14.14,13
A2467,2025-04-11 16:41:50,30.07616452661302,31.635094731147205,Madinaty,1,1,morning,0,1,0,0,11.33,20
A2468,2025-04-15 10:31:50,30.074544047421533,31.647122582343325,Madinaty,1,1,afternoon,1,0,0,0,5.29,16
A2469,2025-03-31 11:02:50,30.067335821473634,31.640474150454683,Madinaty,1,0,morning,0,0,1,0,19.78,14
A2470,2025-04-22 01:39:50,30.05882234469819,31.635086718772545,Madinaty,0,1,evening,1,1,1,0,10.51,3
A2471,2025-04-20 03:30:50,30.071918493421055,31.6401983341509,Madinaty,0,0,afternoon,1,1,1,0,16.68,18
A2472,2025-04-20 23:33:50,30.05962478648365,31.63396534641938,Madinaty,1,1,night,0,1,0,0,9.88,6
A2473,2025-04-07 04:48:50,30.07411155367417,31.632017681023086,Madinaty,1,1,night,0,0,1,0,12.13,20
A2474,2025-03-31 14:36:50,30.059009267107335,31.649814771164603,Madinaty,0,1,night,1,1,1,1,10.83,3
A2475,2025-03-28 20:34:50,30.059330289033085,31.636639296012014,Madinaty,1,0,evening,0,1,0,0,10.14,19
A2476,2025-04-09 14:20:50,30.065465757800727,31.63750318600128,Madinaty,1,0,afternoon,0,0,1,1,5.33,3
A2477,2025-03-30 03:41:50,30.075502031765506,31.64970371916652,Madinaty,1,0,afternoon,1,1,0,1,10.4,12
A2478,2025-02-17 09:17:50,30.073306390148048,31.626559904206736,Madinaty,1,0,evening,0,1,0,1,18.34,8
A2479,2025-03-03 05:38:50,30.07695711715599,31.628641002300864,Madinaty,0,1,night,1,1,0,0,15.36,5
A2480,2025-04-06 13:59:50,30.067794459557664,31.627463013519243,Madinaty,1,1,night,0,0,0,1,7.18,17
A2481,2025-03-08 23:14:50,30.072088729429282,31.64777097156799,Madinaty,1,0,morning,1,0,0,0,13.87,10
A2482,2025-03-13 17:58:50,30.06452985987418,31.63554493489873,Madinaty,0,0,afternoon,0,0,0,1,18.38,21
A2483,2025-03-19 22:56:50,30.06539804573455,31.647627741466767,Madinaty,0,0,afternoon,0,0,1,0,15.5,17
A2484,2025-04-14 09:28:50,30.06452579294373,31.64354682085017,Madinaty,0,1,afternoon,0,1,1,0,7.23,9
A2485,2025-03-12 11:26:50,30.06730814946093,31.62873242640186,Madinaty,0,0,afternoon,1,0,1,1,18.02,13
A2486,2025-03-26 17:39:50,30.07450281063688,31.642168224464694,Madinaty,0,0,morning,0,0,0,1,9.52,10
A2487,2025-03-26 12:29:50,30.0629068238535,31.63441998706942,Madinaty,1,0,morning,1,1,1,0,11.81,8
A2488,2025-04-04 15:08:50,30.068736730853747,31.642989389610523,Madinaty,1,0,morning,0,1,0,1,12.89,7
A2489,2025-02-21 22:41:50,30.06751006560606,31.652362117528394,Madinaty,0,1,evening,0,1,1,0,17.76,2
A2490,2025-02-23 14:41:50,30.066672495469412,31.628845617499707,Madinaty,0,1,morning,1,0,0,0,18.97,2
A2491,2025-03-25 05:21:50,30.066330495072723,31.631532179086815,Madinaty,0,0,afternoon,0,0,1,0,18.94,4
A2492,2025-03-19 22:03:50,30.07584450472588,31.633628151375742,Madinaty,0,1,morning,0,0,0,1,5.12,9
A2493,2025-02-20 19:06:50,30.068428609612507,31.652293918688645,Madinaty,1,0,morning,1,1,1,0,18.83,14
A2494,2025-03-10 21:38:50,30.075555620003314,31.641308872471853,Madinaty,1,0,morning,0,1,0,0,5.82,11
A2495,2025-03-14 16:29:50,30.069287726964536,31.648120292626153,Madinaty,0,0,evening,0,0,1,0,8.99,21
A2496,2025-02-20 21:45:50,30.073716406325822,31.64751605077848,Madinaty,0,0,morning,1,1,0,0,12.72,7
A2497,2025-04-10 22:19:50,30.065544348899778,31.63247891897898,Madinaty,0,0,night,1,1,1,1,12.2,19
A2498,2025-04-04 17:53:50,30.06526853433271,31.65062078662791,Madinaty,1,0,afternoon,0,1,1,1,14.07,4
A2499,2025-03-12 14:35:50,30.069519244587855,31.644234824722247,Madinaty,1,0,afternoon,1,0,1,1,12.19,2
A2500,2025-04-14 10:28:50,30.076622227858966,31.64211298110325,Madinaty,0,1,afternoon,0,1,0,1,19.02,23
A2501,2025-04-12 06:49:50,30.072824622774757,31.626766504398912,Madinaty,0,0,night,1,1,0,0,8.61,22
A2502,2025-03-27 02:48:50,30.075361795308382,31.65352699144132,Madinaty,0,1,morning,1,0,0,0,9.11,21
A2503,2025-04-22 16:07:50,30.075606540272112,31.635421186839928,Madinaty,1,1,evening,0,0,0,0,18.81,23
A2504,2025-04-01 00:12:50,30.061748604618174,31.649700401531693,Madinaty,0,0,evening,1,1,0,0,6.15,19
A2505,2025-04-24 15:40:50,30.062220847335038,31.629096328544303,Madinaty,0,1,evening,0,1,1,0,14.14,21
A2506,2025-02-27 11:33:50,30.073670204249833,31.637508509365347,Madinaty,1,1,night,1,0,0,0,15.23,18
A2507,2025-03-05 15:49:50,30.05968446239286,31.644033440123767,Madinaty,1,0,morning,1,0,1,1,12.58,21
A2508,2025-03-02 17:04:50,30.075400781226666,31.63344595808717,Madinaty,1,0,night,0,1,1,0,15.41,7
A2509,2025-03-30 20:14:50,30.066057457633857,31.6375725837249,Madinaty,0,1,morning,1,1,0,0,7.59,11
A2510,2025-04-20 14:10:50,30.066449984055726,31.64302233372014,Madinaty,0,0,night,0,1,1,0,17.79,10
A2511,2025-02-25 12:39:50,30.065946712758812,31.64103584169512,Madinaty,0,0,evening,1,1,0,1,7.1,11
A2512,2025-03-19 01:38:50,30.06906192637299,31.641069530894654,Madinaty,1,1,night,1,0,0,0,11.01,23
A2513,2025-04-14 03:04:50,30.06788590464428,31.64767040613009,Madinaty,0,1,afternoon,1,1,0,0,6.13,9
A2514,2025-04-08 19:45:50,30.07111312967372,31.65004061273559,Madinaty,1,1,evening,1,1,1,0,13.18,3
A2515,2025-02-27 15:20:50,30.074500183622078,31.630214868682646,Madinaty,0,1,evening,1,0,0,1,15.05,5
A2516,2025-03-20 10:34:50,30.07313503773583,31.640261131194237,Madinaty,1,0,evening,1,1,0,0,19.12,23
A2517,2025-02-18 04:47:50,30.06818414049409,31.6341812168915,Madinaty,0,1,afternoon,1,0,0,0,16.09,1
A2518,2025-02-25 14:06:50,30.06974023788335,31.63614096896634,Madinaty,0,0,morning,1,1,1,1,13.12,1
A2519,2025-04-01 16:39:50,30.061388645778205,31.63644538631182,Madinaty,1,1,morning,0,1,0,0,18.99,20
A2520,2025-04-15 01:14:50,30.072127412061633,31.633220284147956,Madinaty,1,0,night,1,0,1,1,12.18,5
A2521,2025-04-03 22:10:50,30.070600378123142,31.64932683601132,Madinaty,1,1,afternoon,0,0,1,0,13.42,19
A2522,2025-03-27 07:16:50,30.068270767744867,31.626986875530857,Madinaty,1,0,night,0,1,0,1,13.94,6
A2523,2025-02-21 07:13:50,30.067638075512587,31.627787304572724,Madinaty,0,0,afternoon,0,1,1,0,11.15,3
A2524,2025-04-05 23:51:50,30.065179388132,31.649644469599,Madinaty,0,1,morning,0,1,1,0,17.58,21
A2525,2025-03-27 02:12:50,30.06851674068873,31.649907673673596,Madinaty,1,1,afternoon,0,0,0,1,7.78,13
A2526,2025-04-15 20:20:50,30.06564679989644,31.626772519078298,Madinaty,1,0,morning,0,1,0,0,13.32,17
A2527,2025-04-17 09:54:50,30.06370051299514,31.647906781291578,Madinaty,1,1,morning,1,0,0,0,15.83,3
A2528,2025-04-03 16:46:50,30.059861135251055,31.635902958280546,Madinaty,0,0,morning,0,0,1,1,18.56,23
A2529,2025-03-02 01:07:50,30.067880134180143,31.643925593374526,Madinaty,1,0,evening,1,1,0,0,18.26,3
A2530,2025-02-19 06:52:50,30.065643412429367,31.631002249650237,Madinaty,1,0,night,1,0,1,1,12.63,21
A2531,2025-02-16 19:17:50,30.061879837831338,31.63459221913571,Madinaty,1,1,morning,1,1,1,0,14.65,23
A2532,2025-04-07 16:00:50,30.071050934570753,31.626180589069794,Madinaty,1,1,afternoon,0,1,1,1,10.91,13
A2533,2025-02-15 23:05:50,30.075904497058442,31.64698133058722,Madinaty,0,0,night,0,1,1,0,12.02,2
A2534,2025-04-06 11:04:50,30.069187618056283,31.653366560943216,Madinaty,1,0,afternoon,0,1,1,0,18.59,3
A2535,2025-03-19 01:14:50,30.076695101049026,31.626732000553307,Madinaty,0,1,evening,0,1,0,1,18.96,20
A2536,2025-02-24 16:51:50,30.07716548268583,31.653410245311438,Madinaty,0,1,afternoon,1,0,0,0,18.43,16
A2537,2025-04-03 23:48:50,30.060128189433573,31.63133035327534,Madinaty,0,1,night,0,0,1,1,7.08,21
A2538,2025-04-15 14:22:50,30.065369977054676,31.635054411348804,Madinaty,0,0,morning,1,1,1,1,17.75,12
A2539,2025-04-02 04:52:50,30.067595522668896,31.647606878538937,Madinaty,1,1,night,0,1,0,1,19.23,9
A2540,2025-04-17 21:43:50,30.059951201546546,31.628203043305795,Madinaty,1,1,evening,0,0,0,0,10.42,16
A2541,2025-03-05 17:45:50,30.06826006739459,31.630367512407066,Madinaty,1,0,afternoon,0,0,1,0,12.78,4
A2542,2025-03-16 11:46:50,30.067974218856936,31.628643036098804,Madinaty,1,0,night,0,0,1,0,16.69,20
A2543,2025-03-02 09:13:50,30.063295613943385,31.63274808247009,Madinaty,0,1,afternoon,1,0,0,1,13.43,18
A2544,2025-03-08 06:40:50,30.071645858178872,31.649559448524094,Madinaty,0,0,afternoon,0,1,0,1,19.9,1
A2545,2025-04-02 07:21:50,30.068765597315114,31.648407582899644,Madinaty,1,0,evening,1,1,1,1,11.84,7
A2546,2025-03-28 04:21:50,30.067760163012615,31.635744292781887,Madinaty,1,0,evening,1,0,0,0,15.71,20
A2547,2025-02-26 21:08:50,30.06888980305527,31.628073924747184,Madinaty,0,0,night,1,1,0,1,16.89,12
A2548,2025-02-23 06:02:50,30.070588740808056,31.63701026030841,Madinaty,0,1,afternoon,0,0,1,0,12.41,8
A2549,2025-03-04 07:58:50,30.060018208209637,31.631509981853306,Madinaty,1,0,morning,0,1,1,0,17.85,8
A2550,2025-02-17 18:24:50,30.069229297760362,31.63718235422656,Madinaty,1,1,night,0,0,1,0,13.19,22
A2551,2025-03-02 22:44:50,30.06430999133274,31.643503150117102,Madinaty,0,0,afternoon,1,1,0,0,11.17,9
A2552,2025-04-17 09:37:50,30.07501049832811,31.627705483125784,Madinaty,0,0,afternoon,0,0,1,0,6.62,14
A2553,2025-04-11 14:48:50,30.072427711340012,31.637353160063505,Madinaty,0,1,morning,1,0,0,0,10.9,20
A2554,2025-04-07 05:33:50,30.066824273682567,31.650656912972792,Madinaty,0,0,afternoon,0,1,1,0,16.01,5
A2555,2025-03-19 09:10:50,30.075100704737203,31.629034217200424,Madinaty,1,0,morning,0,0,1,0,18.82,20
A2556,2025-04-18 04:58:50,30.06900315672978,31.640521059146803,Madinaty,0,0,evening,0,1,0,1,8.78,21
A2557,2025-04-15 18:40:50,30.065437373273113,31.633393534268965,Madinaty,1,1,night,1,1,0,0,10.33,2
A2558,2025-02-20 01:09:50,30.07612762908797,31.626256274246416,Madinaty,0,0,night,1,0,1,0,7.31,21
A2559,2025-04-10 21:31:50,30.064053183685974,31.64742649697033,Madinaty,1,1,afternoon,1,1,1,1,15.36,10
A2560,2025-04-05 12:07:50,30.06923881670104,31.634789231970437,Madinaty,1,1,night,1,1,0,1,19.4,9
A2561,2025-03-11 20:57:50,30.07514994203346,31.62706020786843,Madinaty,0,1,afternoon,0,1,1,1,14.61,7
A2562,2025-04-13 07:55:50,30.0682189523197,31.63948853484005,Madinaty,0,1,afternoon,0,1,0,1,14.26,23
A2563,2025-02-27 14:06:50,30.06229601981076,31.63988360036643,Madinaty,1,1,evening,1,1,0,0,13.3,22
A2564,2025-03-22 13:46:50,30.075487541943968,31.64998219796041,Madinaty,0,0,evening,0,0,1,1,6.33,18
A2565,2025-02-17 20:53:50,30.06109768483096,31.63673681460238,Madinaty,0,1,afternoon,0,1,0,1,15.94,12
A2566,2025-03-20 07:32:50,30.067089597895176,31.626698261374447,Madinaty,1,0,afternoon,0,1,0,1,14.03,11
A2567,2025-04-11 03:58:50,30.06838508994282,31.649958874536544,Madinaty,0,1,afternoon,1,1,0,1,14.92,10
A2568,2025-03-03 12:35:50,30.066360467694345,31.65230385139941,Madinaty,1,0,evening,1,1,1,0,18.48,13
A2569,2025-03-04 03:49:50,30.062941667956633,31.63607107296117,Madinaty,1,0,afternoon,1,1,0,1,16.76,9
A2570,2025-02-23 03:04:50,30.06867271196965,31.634455758828352,Madinaty,1,1,evening,0,0,1,1,16.71,16
A2571,2025-04-11 19:09:50,30.066338903535172,31.630106333673233,Madinaty,1,1,morning,1,1,1,1,18.91,21
A2572,2025-03-22 12:21:50,30.069525823996386,31.636114780146773,Madinaty,1,0,afternoon,0,0,1,1,19.85,22
A2573,2025-02-25 11:17:50,30.07639907490036,31.63712566784059,Madinaty,0,1,morning,0,0,0,0,13.72,17
A2574,2025-03-31 04:45:50,30.071742789540846,31.635502596806067,Madinaty,0,1,night,1,0,0,1,6.63,5
A2575,2025-03-17 23:39:50,30.071426553005594,31.638063493075794,Madinaty,1,0,evening,0,0,1,1,11.89,6
A2576,2025-03-02 06:48:50,30.07395966977573,31.6300614919079,Madinaty,1,1,afternoon,0,1,1,1,16.81,10
A2577,2025-04-22 19:58:50,30.07729795837824,31.65176949956841,Madinaty,1,1,afternoon,0,0,0,0,5.42,11
A2578,2025-04-21 23:24:50,30.066044055764646,31.65268408868025,Madinaty,1,0,night,1,0,1,1,5.85,2
A2579,2025-02-22 10:45:50,30.0658549674623,31.64467246829505,Madinaty,0,1,morning,1,1,1,1,6.01,7
A2580,2025-04-05 16:47:50,30.074024508213448,31.646426048863656,Madinaty,1,0,evening,1,1,0,0,15.97,14
A2581,2025-03-09 14:00:50,30.076537785120138,31.647305868752,Madinaty,0,1,morning,0,1,1,1,12.52,4
A2582,2025-03-21 08:27:50,30.072401250434037,31.6519770438056,Madinaty,1,0,night,0,0,0,0,10.53,5
A2583,2025-03-11 09:00:50,30.066801426116395,31.637155820453206,Madinaty,0,1,morning,0,1,0,0,6.58,19
A2584,2025-03-25 11:35:50,30.074523796742493,31.637346166216314,Madinaty,1,0,night,1,1,1,1,15.98,21
A2585,2025-04-25 04:51:50,30.064074213975413,31.65282327680829,Madinaty,0,1,night,1,0,0,1,9.82,20
A2586,2025-02-28 01:55:50,30.066261236307806,31.634660910922396,Madinaty,0,1,evening,1,1,0,0,8.98,10
A2587,2025-03-30 21:03:50,30.06281301261652,31.63755174417562,Madinaty,0,1,afternoon,1,1,0,0,14.78,6
A2588,2025-02-24 22:05:50,30.068861288312767,31.64166928730149,Madinaty,1,1,morning,0,1,1,1,13.39,2
A2589,2025-02-15 06:45:50,30.072022709867007,31.637073821306753,Madinaty,1,0,evening,1,1,1,0,10.44,3
A2590,2025-03-28 19:23:50,30.064819111123228,31.63029478554939,Madinaty,1,0,afternoon,0,0,1,0,14.62,15
A2591,2025-04-22 17:22:50,30.06563765768571,31.640720066198316,Madinaty,0,1,morning,1,1,0,1,9.07,10
A2592,2025-03-11 15:58:50,30.065388362321908,31.631609160461522,Madinaty,1,1,night,1,1,0,0,16.92,17
A2593,2025-02-15 21:05:50,30.069811219203434,31.629465853321925,Madinaty,0,0,morning,0,0,1,0,8.44,7
A2594,2025-03-21 13:38:50,30.074258895421043,31.646487704860913,Madinaty,1,1,afternoon,0,1,1,0,7.38,2
A2595,2025-03-02 01:43:50,30.07173708817738,31.630153161694974,Madinaty,1,1,afternoon,1,0,0,0,16.74,7
A2596,2025-04-22 00:59:50,30.07043745634089,31.63000367205558,Madinaty,1,1,night,1,1,1,0,15.62,15
A2597,2025-03-06 17:08:50,30.062597689671435,31.648035267457676,Madinaty,1,0,night,0,0,1,0,7.74,3
A2598,2025-02-25 06:40:50,30.071067140654034,31.654331302537184,Madinaty,1,0,morning,1,0,1,1,6.74,5
A2599,2025-04-15 22:41:50,30.070983164068746,31.642455902251637,Madinaty,0,1,evening,0,0,1,0,17.58,22
A2600,2025-03-26 10:24:50,30.061441568257045,31.63093144386806,Madinaty,0,0,evening,0,0,1,1,16.65,8
A2601,2025-03-28 12:43:50,30.06623985614695,31.65097085293597,Madinaty,0,0,afternoon,1,1,0,1,9.91,4
A2602,2025-03-16 08:24:50,30.076550883504787,31.642202674472852,Madinaty,0,0,night,0,0,1,1,14.87,18
A2603,2025-04-05 07:16:50,30.067070833237285,31.626568364672774,Madinaty,1,1,morning,0,1,1,1,6.86,19
A2604,2025-02-25 19:50:50,30.06855375417078,31.62812808009909,Madinaty,0,1,night,1,0,0,1,12.61,8
A2605,2025-03-14 20:14:50,30.074099210636135,31.653809863559548,Madinaty,1,1,afternoon,1,0,0,1,5.28,23
A2606,2025-03-19 06:10:50,30.065636131732905,31.633607636357304,Madinaty,1,1,morning,0,0,0,1,10.87,6
A2607,2025-03-01 20:54:50,30.059486228916477,31.644453309364796,Madinaty,1,1,night,1,1,0,1,6.12,5
A2608,2025-04-03 08:52:50,30.073168350190336,31.64396189469391,Madinaty,1,0,night,1,0,1,0,12.13,5
A2609,2025-03-17 00:21:50,30.0664415175135,31.63643930351673,Madinaty,1,1,night,1,1,1,1,11.33,17
A2610,2025-03-19 01:25:50,30.077300410312926,31.647152386217414,Madinaty,1,0,evening,1,1,1,1,11.67,6
A2611,2025-04-22 20:16:50,30.0732970717667,31.63499883991378,Madinaty,0,1,night,1,1,1,1,5.68,13
A2612,2025-02-26 13:44:50,30.075646995228006,31.628137085189636,Madinaty,1,0,night,0,1,0,0,10.42,9
A2613,2025-04-06 00:33:50,30.071860883084216,31.634485069050662,Madinaty,0,0,evening,0,1,0,1,16.35,12
A2614,2025-03-30 17:11:50,30.07436429905759,31.635926860687473,Madinaty,1,0,afternoon,1,1,1,0,10.53,10
A2615,2025-04-10 05:16:50,30.06452618169323,31.632384448125404,Madinaty,0,1,afternoon,1,1,1,1,15.73,1
A2616,2025-03-11 08:55:50,30.063995382611452,31.635475259780563,Madinaty,0,0,night,1,1,1,1,10.54,11
A2617,2025-03-17 05:37:50,30.066344146467923,31.634086837805043,Madinaty,1,1,afternoon,0,1,1,0,11.35,6
A2618,2025-04-01 02:02:50,30.06301306441743,31.65340675304459,Madinaty,0,0,afternoon,0,0,0,1,13.46,3
A2619,2025-03-12 22:21:50,30.063207482205197,31.634956583542394,Madinaty,0,1,afternoon,0,0,1,0,19.26,6
A2620,2025-04-19 00:10:50,30.06116529101006,31.64814980233178,Madinaty,0,1,evening,0,0,0,0,6.63,9
A2621,2025-04-11 21:34:50,30.07346519939359,31.631031064041515,Madinaty,0,0,evening,1,0,0,1,5.49,22
A2622,2025-03-30 04:54:50,30.064286294399277,31.62841725711422,Madinaty,0,0,night,1,0,0,1,14.12,8
A2623,2025-03-22 16:11:50,30.072731462462134,31.651023390699052,Madinaty,0,1,morning,0,1,0,0,19.24,15
A2624,2025-03-21 22:11:50,30.064659580224145,31.637836052610833,Madinaty,0,1,night,1,1,1,0,19.85,22
A2625,2025-02-25 11:26:50,30.063681036508488,31.649003906924126,Madinaty,0,1,afternoon,0,1,1,1,12.26,6
A2626,2025-02-22 18:22:50,30.07432405270317,31.649654731743055,Madinaty,1,0,evening,0,1,1,1,12.02,23
A2627,2025-02-21 14:30:50,30.06314273115804,31.628238385585032,Madinaty,0,1,night,0,1,1,1,14.67,11
A2628,2025-03-16 15:50:50,30.07238930740914,31.65078682552304,Madinaty,0,1,afternoon,0,1,0,0,13.33,10
A2629,2025-03-15 23:37:50,30.071415370504745,31.64896134988156,Madinaty,1,0,evening,0,1,0,1,14.51,11
A2630,2025-03-11 11:36:50,30.074744779105426,31.627626528729525,Madinaty,1,0,night,1,0,0,0,18.11,4
A2631,2025-03-18 12:55:50,30.06073628376868,31.643124907781157,Madinaty,1,0,night,0,0,1,1,16.19,13
A2632,2025-04-14 00:25:50,30.075631291034988,31.634251151427673,Madinaty,1,0,night,1,0,0,0,12.45,8
A2633,2025-02-26 11:08:50,30.067928329018297,31.650392867032576,Madinaty,1,1,night,0,0,0,0,11.93,20
A2634,2025-03-10 14:54:50,30.06107767434769,31.63054122596597,Madinaty,0,0,morning,0,1,0,1,14.59,15
A2635,2025-04-15 23:53:50,30.070650535935755,31.63937559600603,Madinaty,1,0,morning,1,1,0,0,11.84,7
A2636,2025-04-09 05:35:50,30.06875242178677,31.639722745689273,Madinaty,0,1,morning,1,1,1,0,11.87,1
A2637,2025-04-15 16:56:50,30.07218806978367,31.636709541652944,Madinaty,1,0,night,0,0,0,0,5.24,9
A2638,2025-03-06 16:47:50,30.06923445422741,31.633595142820344,Madinaty,0,1,evening,1,1,0,0,7.61,23
A2639,2025-03-13 21:04:50,30.066925418343253,31.636220390757526,Madinaty,0,1,night,1,1,1,0,12.33,8
A2640,2025-04-03 09:45:50,30.070973679250883,31.638836150066286,Madinaty,0,0,afternoon,0,1,1,1,17.34,2
A2641,2025-04-04 19:30:50,30.062541904280014,31.647540478601666,Madinaty,1,1,afternoon,1,0,1,1,9.18,14
A2642,2025-04-12 18:15:50,30.064345250724386,31.65164221389222,Madinaty,1,0,afternoon,0,1,0,0,12.84,12
A2643,2025-02-16 18:54:50,30.0746087259942,31.639386459952664,Madinaty,1,0,night,1,0,0,1,10.17,23
A2644,2025-04-03 02:59:50,30.06041169237529,31.627673407289382,Madinaty,1,0,afternoon,1,0,0,0,6.57,17
A2645,2025-03-20 11:19:50,30.076015166113503,31.630636344963694,Madinaty,0,0,morning,0,0,0,0,19.37,19
A2646,2025-03-24 22:38:50,30.066009680662006,31.629193346272427,Madinaty,1,1,evening,1,0,1,1,17.82,6
A2647,2025-04-07 20:02:50,30.06093013628383,31.637539335575347,Madinaty,0,1,night,0,1,0,0,6.18,21
A2648,2025-03-16 05:32:50,30.06779189887935,31.651568217467943,Madinaty,1,1,night,0,0,0,0,15.8,5
A2649,2025-03-18 23:49:50,30.060226501682894,31.64314207678595,Madinaty,1,1,morning,0,0,1,0,10.21,6
A2650,2025-02-17 05:56:50,30.068155495034688,31.642525463380665,Madinaty,1,1,morning,1,1,1,1,19.92,3
A2651,2025-03-25 11:02:50,30.06239433119183,31.63820820255191,Madinaty,1,1,evening,1,1,1,1,9.54,16
A2652,2025-03-24 08:37:50,30.059590086050214,31.652754031722175,Madinaty,0,1,afternoon,0,0,0,0,8.58,18
A2653,2025-03-20 14:48:50,30.070335375243868,31.634926747336515,Madinaty,0,1,evening,0,1,0,0,13.52,14
