,spot_id,timestamp,latitude,longitude,area,is_shaded,is_near_entrance,time_of_day,status,is_handicap_accessible,has_camera_surveillance,is_ev_friendly,price_per_hour,max_duration,id
2076,A2077,2025-04-12 13:42:50,30.059289273798765,31.63379134401876,Madinaty,1,0,morning,1,1,0,1,7.15,8,MAD-02076
2077,A2078,2025-02-20 06:59:50,30.069781958209227,31.636921973977703,Madinaty,0,0,morning,1,0,1,1,10.61,18,MAD-02077
2078,A2079,2025-03-31 16:32:50,30.07196772741974,31.63509655413337,Madinaty,1,0,evening,0,0,0,0,16.09,17,MAD-02078
2079,A2080,2025-04-19 11:08:50,30.063658585059603,31.63521049779345,Madinaty,1,1,afternoon,0,1,1,1,18.74,19,MAD-02079
2080,A2081,2025-03-17 10:04:50,30.068203680173596,31.632745989761865,Madinaty,1,0,evening,1,0,1,0,11.87,6,MAD-02080
2081,A2082,2025-03-16 03:33:50,30.07338496245841,31.638867331919208,Madinaty,0,0,evening,1,1,0,1,14.64,14,MAD-02081
2082,A2083,2025-04-08 17:06:50,30.073060786924312,31.639882006665115,Madinaty,1,0,morning,1,0,1,1,6.55,5,MAD-02082
2083,A2084,2025-03-07 17:37:50,30.072959469641376,31.64480954659369,Madinaty,1,1,morning,1,1,0,1,18.57,8,MAD-02083
2084,A2085,2025-04-17 08:25:50,30.059816754458595,31.632912242372917,Madinaty,0,1,evening,1,0,1,0,13.53,8,MAD-02084
2085,A2086,2025-02-18 20:17:50,30.07221434182929,31.62703923448968,Madinaty,0,1,morning,1,0,0,0,16.71,18,MAD-02085
2086,A2087,2025-03-23 17:15:50,30.076414225286328,31.64758213086596,Madinaty,0,1,night,0,1,1,1,16.92,9,MAD-02086
2087,A2088,2025-03-21 16:53:50,30.060870999844383,31.63504128101506,Madinaty,0,0,night,0,0,1,0,8.85,14,MAD-02087
2088,A2089,2025-04-13 12:10:50,30.06150689942652,31.647959131090637,Madinaty,0,1,afternoon,0,1,1,1,12.94,14,MAD-02088
2089,A2090,2025-02-16 04:39:50,30.06687721145181,31.63568069924792,Madinaty,1,0,morning,0,0,0,0,19.41,20,MAD-02089
2090,A2091,2025-04-16 23:31:50,30.073572704703757,31.64497734830898,Madinaty,1,0,night,0,1,0,0,6.34,14,MAD-02090
2091,A2092,2025-03-08 02:39:50,30.076577554079744,31.65280332919841,Madinaty,0,1,evening,0,1,0,0,15.25,17,MAD-02091
2092,A2093,2025-04-11 22:08:50,30.070013999521365,31.63902936463447,Madinaty,0,0,morning,1,1,1,1,19.43,2,MAD-02092
2093,A2094,2025-03-05 21:50:50,30.07302578704241,31.63142565039796,Madinaty,0,0,evening,1,1,0,0,9.51,14,MAD-02093
2094,A2095,2025-04-24 18:36:50,30.06501883081025,31.64087682780396,Madinaty,1,0,afternoon,0,0,0,0,17.92,22,MAD-02094
2095,A2096,2025-04-18 01:49:50,30.072777314968228,31.628894490593165,Madinaty,0,0,afternoon,1,0,0,1,19.0,21,MAD-02095
2096,A2097,2025-03-11 12:16:50,30.06954340265633,31.631989928570555,Madinaty,1,0,afternoon,0,1,0,0,16.21,12,MAD-02096
2097,A2098,2025-03-08 02:11:50,30.06666838969492,31.635623709104507,Madinaty,0,0,night,1,1,0,1,8.47,23,MAD-02097
2098,A2099,2025-02-24 04:42:50,30.0645409879038,31.64626308067789,Madinaty,1,1,morning,0,1,0,1,10.01,16,MAD-02098
2099,A2100,2025-03-04 00:30:50,30.0758814080134,31.6405665615202,Madinaty,0,0,evening,1,0,0,0,5.54,22,MAD-02099
2100,A2101,2025-02-16 07:28:50,30.06843578324633,31.63731085405056,Madinaty,0,0,morning,1,0,0,1,17.47,6,MAD-02100
2101,A2102,2025-03-16 05:54:50,30.07283088802158,31.635754519786047,Madinaty,0,1,night,0,0,0,0,17.74,18,MAD-02101
2102,A2103,2025-04-18 18:35:50,30.074576599367678,31.631496087472733,Madinaty,0,0,morning,1,0,0,0,14.49,7,MAD-02102
2103,A2104,2025-02-21 21:31:50,30.063151697743123,31.647863864699257,Madinaty,0,1,morning,0,1,1,1,10.29,2,MAD-02103
2104,A2105,2025-03-08 03:41:50,30.068705553924648,31.64376439474153,Madinaty,0,0,evening,1,1,1,0,6.15,13,MAD-02104
2105,A2106,2025-03-23 19:54:50,30.07330187462652,31.64282919411657,Madinaty,0,0,evening,1,1,0,0,16.3,23,MAD-02105
2106,A2107,2025-04-07 15:19:50,30.07646987091105,31.640047356680697,Madinaty,0,0,evening,1,0,1,1,15.9,8,MAD-02106
2107,A2108,2025-04-18 19:14:50,30.075195367253357,31.64322876743571,Madinaty,1,1,night,0,0,1,1,18.69,12,MAD-02107
2108,A2109,2025-04-16 15:14:50,30.072982968788807,31.633947604425337,Madinaty,1,1,morning,1,0,0,0,15.96,1,MAD-02108
2109,A2110,2025-02-15 14:57:50,30.059932954173718,31.631753464400678,Madinaty,0,0,evening,1,1,0,1,17.43,9,MAD-02109
2110,A2111,2025-03-29 22:26:50,30.073004558763834,31.63981649140858,Madinaty,0,1,evening,1,1,0,1,16.19,8,MAD-02110
2111,A2112,2025-04-20 00:01:50,30.076430687007655,31.63336035475366,Madinaty,0,0,morning,1,0,1,1,14.46,9,MAD-02111
2112,A2113,2025-03-25 21:36:50,30.065855650826677,31.62875170614154,Madinaty,1,1,evening,1,1,0,1,11.4,5,MAD-02112
2113,A2114,2025-03-28 05:31:50,30.070141285818845,31.65171291146753,Madinaty,1,0,afternoon,1,0,1,0,18.53,13,MAD-02113
2114,A2115,2025-03-08 20:21:50,30.07419239735544,31.64460908875679,Madinaty,1,1,morning,1,0,0,0,14.76,14,MAD-02114
2115,A2116,2025-04-20 22:23:50,30.068014967040515,31.65320088083454,Madinaty,1,0,morning,1,1,1,1,10.98,4,MAD-02115
2116,A2117,2025-04-23 01:01:50,30.063010780051886,31.647545757587988,Madinaty,0,1,afternoon,1,0,1,0,6.25,17,MAD-02116
2117,A2118,2025-04-12 16:29:50,30.07469492378504,31.63927393385991,Madinaty,0,0,evening,0,1,0,1,9.36,9,MAD-02117
2118,A2119,2025-03-18 12:51:50,30.06101928404998,31.635393541118216,Madinaty,0,1,morning,1,0,0,1,13.16,20,MAD-02118
2119,A2120,2025-03-30 16:29:50,30.062926254056062,31.63634709044305,Madinaty,0,0,afternoon,1,1,1,0,9.13,15,MAD-02119
2120,A2121,2025-02-26 00:30:50,30.07224287967873,31.646563535470523,Madinaty,0,0,morning,0,1,1,0,8.32,20,MAD-02120
2121,A2122,2025-03-24 22:32:50,30.06447771127165,31.638418049221126,Madinaty,0,1,evening,0,1,0,0,12.91,4,MAD-02121
2122,A2123,2025-04-05 18:56:50,30.063485294225394,31.65374873047977,Madinaty,0,0,afternoon,0,0,0,0,7.55,2,MAD-02122
2123,A2124,2025-03-21 00:17:50,30.073313011050708,31.644500335019284,Madinaty,1,1,evening,0,0,1,1,17.01,13,MAD-02123
2124,A2125,2025-02-16 15:56:50,30.06488947565378,31.652378016774197,Madinaty,1,1,afternoon,1,1,0,1,12.27,4,MAD-02124
2125,A2126,2025-02-15 06:34:50,30.074565468837545,31.642788560318657,Madinaty,1,1,morning,0,1,1,0,13.61,18,MAD-02125
2126,A2127,2025-04-20 05:43:50,30.06960290391692,31.63344056852365,Madinaty,0,0,night,1,0,0,1,7.21,16,MAD-02126
2127,A2128,2025-03-12 20:18:50,30.0718674113967,31.646288873902616,Madinaty,0,0,morning,1,0,0,0,9.87,23,MAD-02127
2128,A2129,2025-04-05 15:48:50,30.06798246454209,31.63685244729374,Madinaty,1,1,evening,1,0,0,0,11.15,10,MAD-02128
2129,A2130,2025-04-12 16:16:50,30.07067453393899,31.629240449978443,Madinaty,1,1,afternoon,1,1,1,0,17.12,2,MAD-02129
2130,A2131,2025-03-31 19:48:50,30.074848577231567,31.627993083268915,Madinaty,1,0,evening,1,0,0,1,16.55,14,MAD-02130
2131,A2132,2025-04-14 01:32:50,30.06985050758686,31.630585645174804,Madinaty,0,1,night,1,0,1,1,8.34,2,MAD-02131
2132,A2133,2025-04-10 11:07:50,30.067400857238656,31.646867752441157,Madinaty,0,0,night,0,1,0,0,14.24,18,MAD-02132
2133,A2134,2025-04-09 04:13:50,30.07573455847203,31.639226911343904,Madinaty,1,0,night,1,0,1,0,8.65,1,MAD-02133
2134,A2135,2025-04-07 20:15:50,30.060982072929296,31.65335063594474,Madinaty,1,1,morning,0,0,1,0,19.82,13,MAD-02134
2135,A2136,2025-02-16 14:22:50,30.06833994694757,31.63919673276703,Madinaty,0,1,afternoon,1,0,0,0,19.28,6,MAD-02135
2136,A2137,2025-03-04 16:56:50,30.067453178127053,31.647040500645915,Madinaty,0,1,night,0,1,1,1,13.45,22,MAD-02136
2137,A2138,2025-03-27 07:54:50,30.065014613275025,31.63545876617985,Madinaty,1,1,morning,0,1,1,1,15.48,17,MAD-02137
2138,A2139,2025-02-23 13:38:50,30.06953282658661,31.634630283384503,Madinaty,0,0,morning,0,1,1,0,17.02,17,MAD-02138
2139,A2140,2025-03-02 13:32:50,30.067870769995174,31.645173334685744,Madinaty,0,0,evening,1,1,1,0,15.81,22,MAD-02139
2140,A2141,2025-03-02 20:23:50,30.06848846610019,31.64454999071087,Madinaty,1,1,evening,0,1,0,1,15.5,11,MAD-02140
2141,A2142,2025-03-31 10:06:50,30.062818195603956,31.64727008149733,Madinaty,0,1,night,1,1,0,0,19.38,6,MAD-02141
2142,A2143,2025-03-29 06:32:50,30.073473728474315,31.641152819457535,Madinaty,0,1,evening,0,1,0,1,13.95,20,MAD-02142
2143,A2144,2025-03-15 00:33:50,30.07080481892665,31.62670935474976,Madinaty,1,1,afternoon,1,0,1,1,14.54,3,MAD-02143
2144,A2145,2025-04-17 06:11:50,30.066142423293048,31.651764142063097,Madinaty,1,1,morning,0,0,1,0,17.74,14,MAD-02144
2145,A2146,2025-04-08 21:52:50,30.0626444359188,31.637745754285355,Madinaty,1,1,evening,0,1,0,1,15.05,6,MAD-02145
2146,A2147,2025-03-30 04:25:50,30.061587547759075,31.634525191400403,Madinaty,0,0,night,0,0,0,1,15.99,17,MAD-02146
2147,A2148,2025-03-01 11:03:50,30.06479543274568,31.651812794560943,Madinaty,0,1,afternoon,0,0,1,1,8.51,3,MAD-02147
2148,A2149,2025-03-24 06:48:50,30.068375466662378,31.641030678069026,Madinaty,1,0,evening,1,1,0,1,10.57,17,MAD-02148
2149,A2150,2025-04-02 10:33:50,30.07378772462073,31.635225891609977,Madinaty,0,1,afternoon,0,0,0,0,7.21,19,MAD-02149
2150,A2151,2025-04-23 09:29:50,30.064247677405262,31.646668095380875,Madinaty,0,1,night,0,0,1,1,12.59,18,MAD-02150
2151,A2152,2025-04-22 19:33:50,30.0631843431329,31.629092306411422,Madinaty,0,0,night,1,0,0,1,11.84,5,MAD-02151
2152,A2153,2025-03-31 16:30:50,30.07258110808536,31.63666028472267,Madinaty,1,0,afternoon,1,0,1,1,19.96,15,MAD-02152
2153,A2154,2025-03-19 18:19:50,30.07567983069808,31.639787417821086,Madinaty,1,0,evening,0,0,0,0,14.17,3,MAD-02153
2154,A2155,2025-03-12 06:17:50,30.077101142571934,31.648845958358912,Madinaty,1,1,night,0,1,1,0,16.8,23,MAD-02154
2155,A2156,2025-03-22 06:38:50,30.072171323912503,31.64663801462697,Madinaty,1,1,morning,1,1,1,0,10.01,8,MAD-02155
2156,A2157,2025-02-20 06:09:50,30.07052595308096,31.63375649778725,Madinaty,0,1,morning,1,1,1,1,17.47,7,MAD-02156
2157,A2158,2025-02-23 08:24:50,30.072395655884737,31.63677334721013,Madinaty,1,0,evening,1,0,1,0,14.23,18,MAD-02157
2158,A2159,2025-02-19 17:49:50,30.0663843032541,31.631242476781903,Madinaty,0,0,evening,1,1,1,0,15.45,10,MAD-02158
2159,A2160,2025-02-28 12:47:50,30.07164739316926,31.638197588362925,Madinaty,1,0,night,1,0,0,0,9.42,23,MAD-02159
2160,A2161,2025-03-06 19:44:50,30.06149394826469,31.629948628635884,Madinaty,1,0,night,1,0,0,1,13.23,10,MAD-02160
2161,A2162,2025-04-03 14:05:50,30.07165548063061,31.63958806591352,Madinaty,0,0,night,0,0,0,0,14.51,19,MAD-02161
2162,A2163,2025-04-18 16:58:50,30.065187580339675,31.63813422006558,Madinaty,1,0,morning,1,0,1,0,13.84,23,MAD-02162
2163,A2164,2025-03-15 16:48:50,30.06992096730784,31.62728960772712,Madinaty,1,0,afternoon,0,1,0,0,18.73,1,MAD-02163
2164,A2165,2025-03-16 04:37:50,30.067961392736372,31.62908672717308,Madinaty,1,0,night,0,1,1,1,18.47,2,MAD-02164
2165,A2166,2025-02-18 18:49:50,30.06178999795434,31.64597001988886,Madinaty,0,1,evening,1,0,1,1,19.56,1,MAD-02165
2166,A2167,2025-03-28 23:04:50,30.061493351276795,31.62849661929056,Madinaty,1,0,night,0,1,0,0,15.01,9,MAD-02166
2167,A2168,2025-04-03 20:37:50,30.075135219510457,31.65120547707889,Madinaty,1,0,night,1,0,1,0,19.58,15,MAD-02167
2168,A2169,2025-04-20 02:10:50,30.06392742882924,31.644511389979083,Madinaty,1,0,afternoon,0,1,0,0,17.49,18,MAD-02168
2169,A2170,2025-04-22 02:29:50,30.07082611592649,31.644148735619535,Madinaty,1,0,evening,0,1,1,1,9.06,18,MAD-02169
2170,A2171,2025-03-07 19:10:50,30.062242149996624,31.62817794278913,Madinaty,1,1,night,1,0,1,1,11.41,22,MAD-02170
2171,A2172,2025-04-21 07:59:50,30.060890434632068,31.636518548987222,Madinaty,1,0,evening,1,1,0,0,8.58,7,MAD-02171
2172,A2173,2025-02-15 10:42:50,30.06899249890862,31.648733749575342,Madinaty,0,0,evening,0,0,1,1,5.06,14,MAD-02172
2173,A2174,2025-03-24 08:32:50,30.07564786635248,31.63030938713866,Madinaty,0,0,afternoon,0,1,0,0,7.82,18,MAD-02173
2174,A2175,2025-03-27 02:58:50,30.07007787926228,31.63835190973831,Madinaty,1,1,night,1,0,1,1,5.06,20,MAD-02174
2175,A2176,2025-03-07 19:07:50,30.05891900407829,31.64395453263517,Madinaty,0,0,evening,0,0,0,0,15.8,19,MAD-02175
2176,A2177,2025-04-07 21:13:50,30.07147072883496,31.633432422928703,Madinaty,1,0,night,0,1,1,1,11.38,5,MAD-02176
2177,A2178,2025-03-27 06:31:50,30.063515732008973,31.63018610487716,Madinaty,0,0,morning,1,1,0,0,9.69,9,MAD-02177
2178,A2179,2025-04-08 15:00:50,30.06511447004324,31.64942494579296,Madinaty,0,1,morning,1,0,0,1,16.43,18,MAD-02178
2179,A2180,2025-04-23 10:05:50,30.07353599828984,31.63695020877387,Madinaty,1,1,night,0,1,1,0,17.49,13,MAD-02179
2180,A2181,2025-02-27 05:22:50,30.06664280256881,31.63029231146541,Madinaty,0,1,night,0,1,0,0,19.63,5,MAD-02180
2181,A2182,2025-03-27 00:27:50,30.07118693329678,31.636005103095464,Madinaty,1,1,morning,0,0,1,0,14.63,22,MAD-02181
2182,A2183,2025-04-14 16:57:50,30.063256811260977,31.630484322957283,Madinaty,1,0,afternoon,0,0,1,0,11.92,20,MAD-02182
2183,A2184,2025-02-23 15:51:50,30.06999578291938,31.65389227503644,Madinaty,0,0,evening,0,1,0,1,9.58,15,MAD-02183
2184,A2185,2025-02-19 23:41:50,30.064073902593623,31.65325577598576,Madinaty,1,0,evening,1,0,0,0,8.33,19,MAD-02184
2185,A2186,2025-03-25 22:15:50,30.07273661187422,31.62565612759224,Madinaty,1,0,evening,1,0,0,1,8.19,20,MAD-02185
2186,A2187,2025-04-06 06:04:50,30.071556103162575,31.62794215685351,Madinaty,1,0,night,1,0,0,1,11.14,11,MAD-02186
2187,A2188,2025-04-14 00:14:50,30.07473744495446,31.63457672173321,Madinaty,0,0,afternoon,0,1,0,0,19.88,9,MAD-02187
2188,A2189,2025-04-06 10:24:50,30.065636297585385,31.6450068563314,Madinaty,0,0,evening,1,1,1,0,5.01,21,MAD-02188
2189,A2190,2025-03-13 05:48:50,30.07238571618463,31.64290451173144,Madinaty,0,1,morning,1,0,0,0,7.96,22,MAD-02189
2190,A2191,2025-03-05 12:35:50,30.07653551955771,31.63783277773248,Madinaty,0,0,afternoon,0,1,1,0,7.83,16,MAD-02190
2191,A2192,2025-03-21 17:38:50,30.069650184511733,31.633265923957264,Madinaty,1,0,morning,0,0,0,1,15.76,11,MAD-02191
2192,A2193,2025-04-13 21:07:50,30.06002150468972,31.6440893969152,Madinaty,0,0,morning,0,1,0,1,10.29,2,MAD-02192
2193,A2194,2025-03-08 18:01:50,30.0733370271113,31.628593215104075,Madinaty,0,1,morning,0,0,0,1,11.86,8,MAD-02193
2194,A2195,2025-04-13 14:51:50,30.06769411446858,31.627850321737967,Madinaty,1,1,evening,1,0,1,1,7.23,23,MAD-02194
2195,A2196,2025-03-04 07:53:50,30.06796103737792,31.631470934557957,Madinaty,1,0,night,1,1,0,0,11.07,21,MAD-02195
2196,A2197,2025-03-28 14:19:50,30.06678487967847,31.64281510815762,Madinaty,1,0,evening,0,0,1,1,6.55,5,MAD-02196
2197,A2198,2025-02-22 19:45:50,30.061321704520783,31.63151760191358,Madinaty,1,1,night,1,1,1,0,13.0,11,MAD-02197
2198,A2199,2025-03-07 11:54:50,30.07285863077013,31.6533907249266,Madinaty,1,1,evening,0,1,1,0,6.47,11,MAD-02198
2199,A2200,2025-03-14 02:09:50,30.072927667482745,31.65075110909415,Madinaty,0,1,evening,0,0,0,1,16.86,9,MAD-02199
2200,A2201,2025-02-26 18:36:50,30.07174285960778,31.62897392211961,Madinaty,1,1,night,1,0,1,1,13.5,11,MAD-02200
2201,A2202,2025-02-27 18:37:50,30.06455887283802,31.632502531460684,Madinaty,1,0,evening,0,1,0,1,15.86,5,MAD-02201
2202,A2203,2025-02-28 08:56:50,30.07310214060568,31.64942854556586,Madinaty,0,1,evening,1,0,1,1,11.28,9,MAD-02202
2203,A2204,2025-04-21 16:45:50,30.059979323256407,31.63702460927393,Madinaty,0,1,morning,0,0,0,1,10.72,1,MAD-02203
2204,A2205,2025-03-27 23:20:50,30.0664855803698,31.638899332991453,Madinaty,0,1,afternoon,0,0,1,1,6.47,10,MAD-02204
2205,A2206,2025-04-02 12:43:50,30.06453973052512,31.64418148923912,Madinaty,1,1,night,0,0,0,0,12.86,8,MAD-02205
2206,A2207,2025-04-20 00:16:50,30.072545648176845,31.63862241401329,Madinaty,0,0,afternoon,0,0,0,0,12.72,19,MAD-02206
2207,A2208,2025-04-20 17:56:50,30.065066702516752,31.63347987953629,Madinaty,1,1,night,1,1,0,0,12.02,16,MAD-02207
2208,A2209,2025-04-02 12:46:50,30.076752826775284,31.6527968070848,Madinaty,1,1,night,1,1,1,1,16.11,13,MAD-02208
2209,A2210,2025-03-02 10:07:50,30.070740179917543,31.642747112821343,Madinaty,0,0,night,1,0,1,0,17.49,5,MAD-02209
2210,A2211,2025-04-24 00:04:50,30.06450021829376,31.62802011340637,Madinaty,0,0,evening,1,0,0,0,16.26,18,MAD-02210
2211,A2212,2025-03-07 02:15:50,30.071829024086878,31.633631729330634,Madinaty,1,0,afternoon,0,0,1,0,7.16,9,MAD-02211
2212,A2213,2025-04-16 23:43:50,30.06297954827071,31.642921472670714,Madinaty,0,0,morning,0,1,1,0,14.33,4,MAD-02212
2213,A2214,2025-02-22 23:06:50,30.061975511422823,31.6461182840148,Madinaty,1,1,morning,1,0,1,0,6.2,14,MAD-02213
2214,A2215,2025-03-09 01:23:50,30.0763092800893,31.62842216993377,Madinaty,0,1,morning,1,1,1,0,15.42,7,MAD-02214
2215,A2216,2025-03-05 00:48:50,30.072167896652328,31.63603699958556,Madinaty,1,1,night,0,1,1,1,10.73,12,MAD-02215
2216,A2217,2025-03-15 19:33:50,30.075980335177075,31.62928089692024,Madinaty,1,0,morning,1,1,1,1,6.99,7,MAD-02216
2217,A2218,2025-03-29 11:36:50,30.067292513366183,31.626364500552757,Madinaty,1,0,night,1,0,1,1,17.93,11,MAD-02217
2218,A2219,2025-04-02 21:02:50,30.06713794299959,31.64918361608832,Madinaty,1,1,evening,0,1,0,0,14.21,22,MAD-02218
2219,A2220,2025-03-22 20:31:50,30.069009806343608,31.652556716925,Madinaty,0,1,morning,1,0,0,1,10.32,15,MAD-02219
2220,A2221,2025-02-19 22:20:50,30.069867353533105,31.652100086762253,Madinaty,0,1,morning,1,1,1,1,5.46,7,MAD-02220
2221,A2222,2025-02-22 03:37:50,30.072887638556317,31.625896596517418,Madinaty,0,1,afternoon,0,0,0,0,13.06,20,MAD-02221
2222,A2223,2025-04-03 21:22:50,30.076030797973925,31.648268778187894,Madinaty,0,1,evening,1,1,0,1,18.85,17,MAD-02222
2223,A2224,2025-03-12 15:31:50,30.07684321057268,31.635821019043,Madinaty,0,0,afternoon,1,0,0,0,13.95,5,MAD-02223
2224,A2225,2025-03-27 06:30:50,30.06139849618873,31.643241913279777,Madinaty,0,1,afternoon,1,1,1,1,19.57,8,MAD-02224
2225,A2226,2025-04-23 17:40:50,30.07426808483836,31.64346818949431,Madinaty,0,1,night,0,0,1,0,7.05,10,MAD-02225
2226,A2227,2025-02-19 23:25:50,30.06255213718675,31.64054971791085,Madinaty,1,0,night,0,0,1,0,13.52,6,MAD-02226
2227,A2228,2025-03-30 17:37:50,30.064330096809783,31.63596087324812,Madinaty,0,1,morning,1,0,1,1,16.97,21,MAD-02227
2228,A2229,2025-02-22 10:27:50,30.073220778663018,31.62663169366596,Madinaty,0,0,night,1,0,1,0,12.88,2,MAD-02228
2229,A2230,2025-04-13 10:08:50,30.063419862315914,31.634002252174835,Madinaty,1,0,night,0,1,0,1,6.37,5,MAD-02229
2230,A2231,2025-03-08 11:59:50,30.06932139777504,31.648697025521376,Madinaty,0,1,night,0,1,1,0,13.74,10,MAD-02230
2231,A2232,2025-04-09 08:17:50,30.075487557439843,31.649099420968668,Madinaty,0,1,morning,0,0,0,1,14.18,3,MAD-02231
2232,A2233,2025-03-04 22:33:50,30.07489217710938,31.64323717877464,Madinaty,0,0,afternoon,0,1,1,1,15.93,13,MAD-02232
2233,A2234,2025-04-22 08:07:50,30.068510841058327,31.635504455265256,Madinaty,1,0,morning,1,0,0,0,16.42,16,MAD-02233
2234,A2235,2025-04-19 02:58:50,30.07334318154526,31.642329609014105,Madinaty,1,0,evening,1,0,1,1,16.56,15,MAD-02234
2235,A2236,2025-02-27 07:39:50,30.06851547001204,31.632120568769576,Madinaty,1,1,morning,1,1,1,1,14.95,2,MAD-02235
2236,A2237,2025-03-25 09:54:50,30.075421128311675,31.634890621414687,Madinaty,1,1,night,1,0,1,1,8.24,3,MAD-02236
2237,A2238,2025-04-21 23:11:50,30.063354735543477,31.630619456245874,Madinaty,0,0,evening,1,0,1,0,11.06,20,MAD-02237
2238,A2239,2025-03-03 06:15:50,30.06557233373388,31.647117484431565,Madinaty,1,1,afternoon,1,1,1,0,16.64,18,MAD-02238
2239,A2240,2025-03-06 16:29:50,30.07197210118119,31.635205026516942,Madinaty,0,0,night,0,0,1,1,19.3,20,MAD-02239
2240,A2241,2025-03-13 09:48:50,30.05910434073118,31.6411041418372,Madinaty,1,1,night,1,0,0,1,6.18,20,MAD-02240
2241,A2242,2025-02-20 19:53:50,30.065752064200787,31.63489805293274,Madinaty,1,1,morning,1,0,1,0,13.03,15,MAD-02241
2242,A2243,2025-03-30 16:31:50,30.075543088295813,31.63973638502126,Madinaty,0,1,morning,0,0,0,0,9.69,22,MAD-02242
2243,A2244,2025-03-07 20:33:50,30.072770784071164,31.6307245719542,Madinaty,0,0,evening,1,1,1,1,8.38,5,MAD-02243
2244,A2245,2025-04-24 17:28:50,30.075041252757444,31.649071538245277,Madinaty,0,1,afternoon,1,1,0,0,12.59,23,MAD-02244
2245,A2246,2025-03-29 21:15:50,30.07436347550304,31.646711903217177,Madinaty,0,0,afternoon,1,1,0,0,14.09,11,MAD-02245
2246,A2247,2025-03-01 01:22:50,30.06896524879963,31.636090228687785,Madinaty,0,0,morning,1,0,0,1,5.15,23,MAD-02246
2247,A2248,2025-04-17 02:31:50,30.06957009389285,31.644142356111374,Madinaty,1,1,evening,0,0,0,0,16.7,3,MAD-02247
2248,A2249,2025-04-17 11:28:50,30.07630234658681,31.646908810328878,Madinaty,0,0,morning,0,1,0,0,17.3,9,MAD-02248
2249,A2250,2025-03-02 03:17:50,30.0761962632618,31.63310361697327,Madinaty,1,1,morning,1,0,0,0,19.48,7,MAD-02249
2250,A2251,2025-04-13 09:49:50,30.07530136670756,31.643704336161264,Madinaty,0,1,afternoon,0,0,1,1,7.71,23,MAD-02250
2251,A2252,2025-04-09 18:29:50,30.068156317499348,31.642733213527364,Madinaty,1,0,night,1,0,0,0,13.92,2,MAD-02251
2252,A2253,2025-02-27 01:34:50,30.0606857702829,31.630181868216116,Madinaty,1,0,night,1,0,1,1,11.4,15,MAD-02252
2253,A2254,2025-03-06 07:14:50,30.06323225797542,31.650204591898152,Madinaty,0,0,evening,1,1,1,0,10.02,12,MAD-02253
2254,A2255,2025-03-21 18:51:50,30.071484355785262,31.63075904618401,Madinaty,1,0,night,0,1,0,0,13.48,16,MAD-02254
2255,A2256,2025-04-14 04:56:50,30.06027984180619,31.65343815583939,Madinaty,0,1,evening,0,1,0,1,16.74,16,MAD-02255
2256,A2257,2025-02-22 03:58:50,30.074948209216146,31.64538478410892,Madinaty,0,1,morning,0,0,1,1,5.35,16,MAD-02256
2257,A2258,2025-03-30 14:26:50,30.06427112453816,31.63907689199672,Madinaty,0,1,night,0,1,0,1,19.54,19,MAD-02257
2258,A2259,2025-02-26 18:14:50,30.065493215730243,31.63793254157581,Madinaty,1,0,afternoon,1,1,0,1,17.15,3,MAD-02258
2259,A2260,2025-03-27 05:42:50,30.06331786289516,31.631117671846383,Madinaty,1,0,afternoon,0,0,0,0,16.27,22,MAD-02259
2260,A2261,2025-02-28 11:51:50,30.069657487978105,31.641311217400727,Madinaty,0,0,night,1,0,0,1,16.41,20,MAD-02260
2261,A2262,2025-03-18 09:59:50,30.07420131836505,31.62775563955752,Madinaty,1,0,evening,1,1,0,1,10.84,4,MAD-02261
2262,A2263,2025-04-19 20:46:50,30.073163808844573,31.63346283709154,Madinaty,1,1,night,1,1,0,1,16.27,1,MAD-02262
2263,A2264,2025-04-06 05:06:50,30.0630282520641,31.637364874336757,Madinaty,0,0,night,0,1,0,0,10.8,22,MAD-02263
2264,A2265,2025-02-25 08:52:50,30.072703733114466,31.627493185773076,Madinaty,0,0,afternoon,1,1,1,0,18.48,8,MAD-02264
2265,A2266,2025-03-06 18:00:50,30.058938290247475,31.6459861001494,Madinaty,1,1,night,0,0,0,1,7.66,15,MAD-02265
2266,A2267,2025-03-17 01:13:50,30.06693666919253,31.628962027283507,Madinaty,1,1,afternoon,0,1,1,1,9.39,21,MAD-02266
2267,A2268,2025-03-03 02:27:50,30.07246521608792,31.63076063831822,Madinaty,0,1,evening,0,1,1,1,13.27,22,MAD-02267
2268,A2269,2025-03-13 04:24:50,30.05924583755088,31.643033259237,Madinaty,0,1,afternoon,1,0,1,1,9.79,5,MAD-02268
2269,A2270,2025-02-27 14:47:50,30.07034735434407,31.633469451799293,Madinaty,1,0,afternoon,1,1,1,0,11.36,20,MAD-02269
2270,A2271,2025-03-13 01:38:50,30.06588387630877,31.627860597485704,Madinaty,1,0,evening,1,0,0,1,12.39,12,MAD-02270
2271,A2272,2025-04-07 00:39:50,30.065354320661605,31.6507773354836,Madinaty,1,0,night,0,0,1,0,17.85,20,MAD-02271
2272,A2273,2025-02-17 09:43:50,30.068117425748813,31.64237302394749,Madinaty,1,0,afternoon,0,0,1,1,12.85,20,MAD-02272
2273,A2274,2025-03-19 20:38:50,30.059201053382907,31.632125846579005,Madinaty,1,0,night,0,1,1,1,10.44,4,MAD-02273
